item_id,model,tugas,penilai,benar,latensi_ms,biaya_usd,tokens_out,cap_token,dijalankan_pada
id-w1-009,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,940,,2,600,2026-08-15T16:40:43+0700
id-w1-009,seed-2.0-mini,terbuka,open-py1,1,1445,0.0000844000,153,4000,2026-08-20T02:17:39+0700
id-w1-009,solar-pro4,terbuka,open-py1,1,1140,0.0000078000,3,600,2026-08-14T08:40:18+0700
id-w1-010,claude-haiku-4.5,terbuka,open-py1,0,2918,0.0003130000,9,600,2026-08-14T06:40:13+0700
id-w1-010,deepseek-v4-flash-0731,terbuka,open-py1,0,47208,0.0000817400,363,2400,2026-08-14T03:04:01+0700
id-w1-010,gemma-4-31b,terbuka,open-py1,0,543,0.0000188000,5,600,2026-08-13T14:56:16+0700
id-w1-010,gpt-5.6-luna,terbuka,open-py1,0,2494,0.0001208000,168,600,2026-08-14T06:47:52+0700
id-w1-010,hunyuan-a13b,terbuka,open-py1,0,2108,0.0000361900,7,600,2026-08-14T06:51:23+0700
id-w1-010,ling-3.0-flash,terbuka,open-py1,0,1088,0.0000091644,117,600,2026-08-14T06:42:45+0700
id-w1-010,llama-3-1-8b-q4km-local,terbuka,open-py1,0,531,,5,600,2026-08-15T16:26:30+0700
id-w1-010,mistral-small-3-2501,terbuka,open-py1,0,488,0.0000112000,5,600,2026-08-13T14:54:33+0700
id-w1-010,qwen3-30b-a3b-2507,terbuka,open-py1,0,842,0.0000222600,4,600,2026-08-14T02:55:14+0700
id-w1-010,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,363,,5,600,2026-08-14T23:19:42+0700
id-w1-010,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,0,840,,6,600,2026-08-15T16:40:45+0700
id-w1-010,seed-2.0-mini,terbuka,open-py1,0,2095,0.0001149000,227,4000,2026-08-20T02:17:42+0700
id-w1-010,solar-pro4,terbuka,open-py1,0,62282,0.0000083100,6,600,2026-08-14T08:41:21+0700
id-w2-001,claude-haiku-4.5,terbuka,open-py1,1,1268,0.0002960000,7,600,2026-08-14T06:41:14+0700
id-w2-001,deepseek-v4-flash-0731,terbuka,open-py1,1,3535,0.0000393660,143,600,2026-08-14T02:51:10+0700
id-w2-001,gemma-4-31b,terbuka,open-py1,1,3467,0.0000269400,4,600,2026-08-13T14:57:27+0700
id-w2-001,gpt-5.6-luna,terbuka,open-py1,1,2219,0.0000591000,67,600,2026-08-14T06:49:36+0700
id-w2-001,hunyuan-a13b,terbuka,open-py1,1,1487,0.0000339200,4,600,2026-08-14T06:52:25+0700
id-w2-001,ling-3.0-flash,terbuka,open-py1,1,1396,0.0000140700,144,600,2026-08-14T06:44:11+0700
id-w2-001,llama-3-1-8b-q4km-local,terbuka,open-py1,0,530,,4,600,2026-08-15T16:27:08+0700
id-w2-001,mistral-small-3-2501,terbuka,open-py1,1,609,0.0000104200,4,600,2026-08-13T14:55:11+0700
id-w2-001,qwen3-30b-a3b-2507,terbuka,open-py1,1,393,0.0000118467,4,600,2026-08-14T02:56:01+0700
id-w2-001,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,350,,4,600,2026-08-14T23:20:16+0700
id-w2-001,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,1030,,4,600,2026-08-15T16:41:33+0700
id-w2-001,seed-2.0-mini,terbuka,open-py1,1,5292,0.0002538000,577,4000,2026-08-20T02:20:04+0700
id-w2-001,solar-pro4,terbuka,open-py1,0,49884,0.0000078900,4,600,2026-08-14T09:05:26+0700
id-w2-003,claude-haiku-4.5,terbuka,open-py1,1,1631,0.0003150000,6,600,2026-08-14T06:41:20+0700
id-w2-003,deepseek-v4-flash-0731,terbuka,open-py1,1,4982,0.0000413800,133,600,2026-08-14T02:51:25+0700
id-w2-003,gemma-4-31b,terbuka,open-py1,1,526,0.0000188400,3,600,2026-08-13T14:57:31+0700
id-w2-003,gpt-5.6-luna,terbuka,open-py1,1,1610,0.0000531000,53,600,2026-08-14T06:49:43+0700
id-w2-003,hunyuan-a13b,terbuka,open-py1,1,1492,0.0000371400,4,600,2026-08-14T06:52:30+0700
id-w2-003,ling-3.0-flash,terbuka,open-py1,0,1407,0.0000195300,224,600,2026-08-14T06:44:17+0700
id-w2-003,llama-3-1-8b-q4km-local,terbuka,open-py1,1,431,,4,600,2026-08-15T16:27:11+0700
id-w2-003,mistral-small-3-2501,terbuka,open-py1,1,649,0.0000117700,4,600,2026-08-13T14:55:15+0700
id-w2-003,qwen3-30b-a3b-2507,terbuka,open-py1,1,1507,0.0000236700,3,600,2026-08-14T02:56:05+0700
id-w2-003,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,432,,4,600,2026-08-14T23:20:20+0700
id-w2-003,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,896,,3,600,2026-08-15T16:41:37+0700
id-w2-003,seed-2.0-mini,terbuka,open-py1,1,1231,0.0000781000,132,4000,2026-08-20T02:20:13+0700
id-w2-003,solar-pro4,terbuka,open-py1,1,23054,0.0000087300,4,600,2026-08-14T09:06:57+0700
id-w2-004,claude-haiku-4.5,terbuka,open-py1,1,1230,0.0002560000,5,600,2026-08-14T06:41:23+0700
id-w2-004,deepseek-v4-flash-0731,terbuka,open-py1,1,11650,0.0000489600,251,600,2026-08-14T02:51:38+0700
id-w2-004,gemma-4-31b,terbuka,open-py1,1,2226,0.0000225900,3,600,2026-08-13T14:57:34+0700
id-w2-004,gpt-5.6-luna,terbuka,open-py1,1,3900,0.0001122000,158,600,2026-08-14T06:49:48+0700
id-w2-004,hunyuan-a13b,terbuka,open-py1,1,1554,0.0000298500,3,600,2026-08-14T06:52:33+0700
id-w2-004,ling-3.0-flash,terbuka,open-py1,1,1016,0.0000102900,93,2400,2026-08-14T06:47:11+0700
id-w2-004,llama-3-1-8b-q4km-local,terbuka,open-py1,1,531,,3,600,2026-08-15T16:27:13+0700
id-w2-004,mistral-small-3-2501,terbuka,open-py1,1,600,0.0000095400,3,600,2026-08-13T14:55:16+0700
id-w2-004,qwen3-30b-a3b-2507,terbuka,open-py1,0,499,0.0000232000,9,600,2026-08-14T02:56:07+0700
id-w2-004,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,239,,3,600,2026-08-14T23:20:21+0700
id-w2-004,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,844,,3,600,2026-08-15T16:41:39+0700
id-w2-004,seed-2.0-mini,terbuka,open-py1,1,13468,0.0007689000,1869,4000,2026-08-20T02:20:28+0700
id-w2-004,solar-pro4,terbuka,open-py1,1,17183,0.0000074100,5,600,2026-08-14T09:07:15+0700
id-w2-005,claude-haiku-4.5,terbuka,open-py1,1,2018,0.0003240000,7,600,2026-08-14T06:41:26+0700
id-w2-005,deepseek-v4-flash-0731,terbuka,open-py1,1,1438,0.0000293930,53,600,2026-08-14T02:51:41+0700
id-w2-005,gemma-4-31b,terbuka,open-py1,1,1547,0.0000248400,4,600,2026-08-13T14:57:37+0700
id-w2-005,gpt-5.6-luna,terbuka,open-py1,1,2808,0.0000510000,50,600,2026-08-14T06:49:52+0700
id-w2-005,hunyuan-a13b,terbuka,open-py1,1,1530,0.0000364400,4,600,2026-08-14T06:52:36+0700
id-w2-005,ling-3.0-flash,terbuka,open-py1,1,5023,0.0000601800,249,600,2026-08-14T06:44:37+0700
id-w2-005,llama-3-1-8b-q4km-local,terbuka,open-py1,1,420,,4,600,2026-08-15T16:27:15+0700
id-w2-005,mistral-small-3-2501,terbuka,open-py1,1,538,0.0000115700,4,600,2026-08-13T14:55:18+0700
id-w2-005,qwen3-30b-a3b-2507,terbuka,open-py1,1,666,0.0000125203,3,600,2026-08-14T02:56:09+0700
id-w2-005,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,278,,4,600,2026-08-14T23:20:22+0700
id-w2-005,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,812,,4,600,2026-08-15T16:41:41+0700
id-w2-005,seed-2.0-mini,terbuka,open-py1,1,5611,0.0003220000,742,4000,2026-08-20T02:20:35+0700
id-w2-005,solar-pro4,terbuka,open-py1,1,38866,0.0000085500,5,600,2026-08-14T09:07:55+0700
id-w2-007,claude-haiku-4.5,terbuka,open-py1,1,1182,0.0003360000,8,600,2026-08-14T06:41:30+0700
id-w2-007,deepseek-v4-flash-0731,terbuka,open-py1,1,1945,0.0000464800,56,600,2026-08-14T02:51:49+0700
id-w2-007,gemma-4-31b,terbuka,open-py1,1,821,0.0000187100,5,600,2026-08-13T14:57:41+0700
id-w2-007,gpt-5.6-luna,terbuka,open-py1,1,1719,0.0000454000,40,600,2026-08-14T06:49:58+0700
id-w2-007,hunyuan-a13b,terbuka,open-py1,1,1615,0.0000391200,6,600,2026-08-14T06:52:42+0700
id-w2-007,ling-3.0-flash,terbuka,open-py1,1,913,0.0000093660,62,600,2026-08-14T06:44:42+0700
id-w2-007,llama-3-1-8b-q4km-local,terbuka,open-py1,0,539,,6,600,2026-08-15T16:27:18+0700
id-w2-007,mistral-small-3-2501,terbuka,open-py1,0,602,0.0000119800,6,600,2026-08-13T14:55:21+0700
id-w2-007,qwen3-30b-a3b-2507,terbuka,open-py1,1,271,0.0000362700,5,600,2026-08-14T02:56:12+0700
id-w2-007,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,331,,6,600,2026-08-14T23:20:26+0700
id-w2-007,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,1043,,5,600,2026-08-15T16:41:45+0700
id-w2-007,seed-2.0-mini,terbuka,open-py1,1,875,0.0000446000,48,4000,2026-08-20T02:20:54+0700
id-w2-007,solar-pro4,terbuka,open-py1,1,879,0.0000087000,5,600,2026-08-14T09:08:37+0700
id-w2-008,claude-haiku-4.5,terbuka,open-py1,0,1234,0.0003070000,7,600,2026-08-14T06:41:33+0700
id-w2-008,deepseek-v4-flash-0731,terbuka,open-py1,0,20983,0.0001318800,367,2400,2026-08-14T03:07:19+0700
id-w2-008,gemma-4-31b,terbuka,open-py1,1,4661,0.0000177500,5,600,2026-08-13T14:57:47+0700
id-w2-008,gpt-5.6-luna,terbuka,open-py1,1,2450,0.0000924000,121,600,2026-08-14T06:50:02+0700
id-w2-008,hunyuan-a13b,terbuka,open-py1,0,1819,0.0000378900,9,600,2026-08-14T06:52:45+0700
id-w2-008,ling-3.0-flash,terbuka,open-py1,0,1891,0.0000348810,472,600,2026-08-14T06:44:45+0700
id-w2-008,llama-3-1-8b-q4km-local,terbuka,open-py1,0,431,,6,600,2026-08-15T16:27:20+0700
id-w2-008,mistral-small-3-2501,terbuka,open-py1,0,556,0.0000110700,4,600,2026-08-13T14:55:23+0700
id-w2-008,qwen3-30b-a3b-2507,terbuka,open-py1,0,612,0.0000120389,3,600,2026-08-14T02:56:14+0700
id-w2-008,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,260,,3,600,2026-08-14T23:20:27+0700
id-w2-008,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,0,944,,4,600,2026-08-15T16:41:47+0700
id-w2-008,seed-2.0-mini,terbuka,open-py1,0,4090,0.0002166000,481,4000,2026-08-20T02:20:59+0700
id-w2-008,solar-pro4,terbuka,open-py1,0,54675,0.0000084900,6,600,2026-08-14T09:09:33+0700
id-w2-009,claude-haiku-4.5,terbuka,open-py1,0,1196,0.0003150000,10,600,2026-08-14T06:41:35+0700
id-w2-009,deepseek-v4-flash-0731,terbuka,open-py1,0,2853,0.0000476840,163,600,2026-08-14T02:52:04+0700
id-w2-009,gemma-4-31b,terbuka,open-py1,0,670,0.0000181700,5,600,2026-08-13T14:57:49+0700
id-w2-009,gpt-5.6-luna,terbuka,open-py1,0,2482,0.0000995000,134,600,2026-08-14T06:50:06+0700
id-w2-009,hunyuan-a13b,terbuka,open-py1,0,1478,0.0000345000,6,600,2026-08-14T06:52:47+0700
id-w2-009,ling-3.0-flash,terbuka,open-py1,0,1649,0.0000301560,401,600,2026-08-14T06:44:48+0700
id-w2-009,llama-3-1-8b-q4km-local,terbuka,open-py1,0,531,,6,600,2026-08-15T16:27:22+0700
id-w2-009,mistral-small-3-2501,terbuka,open-py1,1,954,0.0000106200,4,600,2026-08-13T14:55:24+0700
id-w2-009,qwen3-30b-a3b-2507,terbuka,open-py1,0,1652,0.0000218400,5,600,2026-08-14T02:56:16+0700
id-w2-009,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,295,,3,600,2026-08-14T23:20:29+0700
id-w2-009,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,0,834,,5,600,2026-08-15T16:41:49+0700
id-w2-009,seed-2.0-mini,terbuka,open-py1,0,8146,0.0004687000,1114,4000,2026-08-20T02:21:09+0700
id-w2-009,solar-pro4,terbuka,open-py1,0,18424,0.0000081300,6,600,2026-08-14T09:09:52+0700
id-w2-012,claude-haiku-4.5,terbuka,open-py1,1,1437,0.0002880000,7,600,2026-08-14T06:41:44+0700
id-w2-012,deepseek-v4-flash-0731,terbuka,open-py1,1,20444,0.0000615400,257,600,2026-08-14T02:53:29+0700
id-w2-012,gemma-4-31b,terbuka,open-py1,1,1590,0.0000242100,3,600,2026-08-13T14:57:57+0700
id-w2-012,gpt-5.6-luna,terbuka,open-py1,1,1600,0.0000329000,24,600,2026-08-14T06:50:17+0700
id-w2-012,hunyuan-a13b,terbuka,open-py1,1,1540,0.0000329400,4,600,2026-08-14T06:52:56+0700
id-w2-012,ling-3.0-flash,terbuka,open-py1,1,1050,0.0000123480,120,600,2026-08-14T06:45:04+0700
id-w2-012,llama-3-1-8b-q4km-local,terbuka,open-py1,1,428,,4,600,2026-08-15T16:27:26+0700
id-w2-012,mistral-small-3-2501,terbuka,open-py1,1,784,0.0000102900,3,600,2026-08-13T14:55:29+0700
id-w2-012,qwen3-30b-a3b-2507,terbuka,open-py1,1,2354,0.0000209700,3,600,2026-08-14T02:56:24+0700
id-w2-012,sahabatai-1-llama3-q4km-local,terbuka,open-py1,1,354,,4,600,2026-08-14T23:20:33+0700
id-w2-012,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,1,782,,3,600,2026-08-15T16:41:55+0700
id-w2-012,seed-2.0-mini,terbuka,open-py1,1,11574,0.0006623000,1599,4000,2026-08-20T02:21:51+0700
id-w2-012,solar-pro4,terbuka,open-py1,1,17130,0.0000076500,3,600,2026-08-14T09:10:33+0700
id-w3-001,claude-haiku-4.5,terbuka,open-py1,0,1290,0.0002910000,4,600,2026-08-14T06:41:47+0700
id-w3-001,deepseek-v4-flash-0731,terbuka,open-py1,0,26985,0.0000651600,346,2400,2026-08-14T03:07:47+0700
id-w3-001,gemma-4-31b,terbuka,open-py1,0,1493,0.0000760100,1,600,2026-08-13T14:58:00+0700
id-w3-001,gpt-5.6-luna,terbuka,open-py1,0,5687,0.0003341000,523,600,2026-08-14T06:50:24+0700
id-w3-001,hunyuan-a13b,terbuka,open-py1,0,1616,0.0000344600,2,600,2026-08-14T06:52:59+0700
id-w3-001,ling-3.0-flash,terbuka,open-py1,0,1754,0.0000273000,349,600,2026-08-14T06:45:07+0700
id-w3-001,llama-3-1-8b-q4km-local,terbuka,open-py1,0,430,,2,600,2026-08-15T16:27:28+0700
id-w3-001,mistral-small-3-2501,terbuka,open-py1,0,482,0.0000114100,2,600,2026-08-13T14:55:31+0700
id-w3-001,qwen3-30b-a3b-2507,terbuka,open-py1,0,446,0.0000120384,2,600,2026-08-14T02:56:25+0700
id-w3-001,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,245,,2,600,2026-08-14T23:20:35+0700
id-w3-001,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,0,816,,3,600,2026-08-15T16:41:57+0700
id-w3-001,seed-2.0-mini,terbuka,open-py1,0,3454,0.0001998000,437,4000,2026-08-20T02:21:56+0700
id-w3-001,solar-pro4,terbuka,open-py1,0,50635,0.0000081600,2,600,2026-08-14T09:11:25+0700
id-w3-002,claude-haiku-4.5,terbuka,open-py1,0,1216,0.0002840000,5,600,2026-08-14T06:41:49+0700
id-w3-002,deepseek-v4-flash-0731,terbuka,open-py1,0,31024,0.0000862000,390,600,2026-08-14T02:54:16+0700
id-w3-002,gemma-4-31b,terbuka,open-py1,0,563,0.0000245400,3,600,2026-08-13T14:58:02+0700
id-w3-002,gpt-5.6-luna,terbuka,open-py1,1,3036,0.0000919000,121,600,2026-08-14T06:50:28+0700
id-w3-002,hunyuan-a13b,terbuka,open-py1,0,1516,0.0000339100,3,600,2026-08-14T06:53:01+0700
id-w3-002,ling-3.0-flash,terbuka,open-py1,0,1128,0.0000115710,104,600,2026-08-14T06:45:10+0700
id-w3-002,llama-3-1-8b-q4km-local,terbuka,open-py1,0,529,,3,600,2026-08-15T16:27:30+0700
id-w3-002,mistral-small-3-2501,terbuka,open-py1,0,502,0.0000108200,4,600,2026-08-13T14:55:32+0700
id-w3-002,qwen3-30b-a3b-2507,terbuka,open-py1,0,1404,0.0000216600,2,600,2026-08-14T02:56:28+0700
id-w3-002,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,301,,3,600,2026-08-14T23:20:36+0700
id-w3-002,sea-lion-v4-5-e2b-q4km-local,terbuka,open-py1,0,761,,3,600,2026-08-15T16:41:59+0700
id-w3-002,seed-2.0-mini,terbuka,open-py1,0,3111,0.0001595000,340,4000,2026-08-20T02:22:00+0700
id-w3-002,solar-pro4,terbuka,open-py1,0,40624,0.0000080400,4,600,2026-08-14T09:12:06+0700
id-w3-003,claude-haiku-4.5,terbuka,open-py1,0,1143,0.0003180000,5,600,2026-08-14T06:41:52+0700
id-w3-003,deepseek-v4-flash-0731,terbuka,open-py1,0,4325,0.0001137900,301,600,2026-08-14T02:54:22+0700
id-w3-003,gemma-4-31b,terbuka,open-py1,0,1501,0.0000289000,4,600,2026-08-13T14:58:04+0700
id-w3-003,gpt-5.6-luna,terbuka,open-py1,0,2183,0.0001016000,133,600,2026-08-14T06:50:32+0700
id-w3-003,hunyuan-a13b,terbuka,open-py1,1,1446,0.0000385500,5,600,2026-08-14T06:53:04+0700
id-w3-003,ling-3.0-flash,terbuka,open-py1,0,8539,0.0000800400,358,600,2026-08-14T06:45:19+0700
id-w3-003,llama-3-1-8b-q4km-local,terbuka,open-py1,0,461,,5,600,2026-08-15T16:27:32+0700
id-w3-003,mistral-small-3-2501,terbuka,open-py1,1,515,0.0000121000,5,600,2026-08-13T14:55:34+0700
id-w3-003,qwen3-30b-a3b-2507,terbuka,open-py1,1,540,0.0000274000,5,600,2026-08-14T02:56:30+0700
id-w3-003,sahabatai-1-llama3-q4km-local,terbuka,open-py1,0,292,,4,600,2026-08-14T23:20:38+0700
